TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2052651	AT2G11820	AT2G11820.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 6.3e-40 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2052656	AT2G11730	AT2G11730.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 7.2e-39 P-value blast match to GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum)GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum);(source:TAIR10)		 	false
Gene:2052224	AT2G10040	AT2G10040.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (En/Spm), has a 9.4e-143 P-value blast match to GB:AAD55677 putative transposase protein (CACTA-element) transposon=Shooter (Zea mays);(source:TAIR10)		 	false
Gene:2053592	AT2G15520	AT2G15520.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to zinc finger protein, putative [Arabidopsis thaliana] (TAIR:AT3G24680.1);(source:TAIR10)		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, flower pedicel, flowering stage, inflorescence meristem, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	false
Gene:2056349	AT2G10690	AT2G10690.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 9.8e-118 P-value blast match to gb|AAL06421.1|AF378079_1 reverse transcriptase (Athila4) (Arabidopsis thaliana) (Gypsy_Ty3-family);(source:TAIR10)		 mature plant embryo stage, seed	false
Gene:504954232	AT5G34540	AT5G34540.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G05080.1);(source:TAIR10)		 	false
Gene:504953057	AT5G34836	AT5G34836.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 3.6e-287 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1005715735	AT1G40071	AT1G40071.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 3.9e-10 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953147	AT4G08336	AT4G08336.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42810.1);(source:TAIR10)		 	false
Gene:504953197	AT4G05582	AT4G05582.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 8.2e-76 P-value blast match to gb|AAL06421.1|AF378079_1 reverse transcriptase (Athila4) (Arabidopsis thaliana) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:1005716030	AT5G34394	AT5G34394.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (En/Spm), has a 1.2e-56 P-value blast match to dbj|BAB64937.1| TdcA1-ORF1-ORF2 (Daucus carota) Spm/En-like (CACTA-like);(source:TAIR10)		 	false
Gene:504953397	AT4G07336	AT4G07336.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 7.8e-10 P-value blast match to GB:NP_038602 L1 repeat, Tf subfamily, member 18 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:504953439	AT3G43144	AT3G43144.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 5.9e-97 P-value blast match to gb|AAL06421.1|AF378079_1 reverse transcriptase (Athila4) (Arabidopsis thaliana) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:504953476	AT3G42431	AT3G42431.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 1.5e-78 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2828727	AT3G32112	AT3G32112.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.8e-135 P-value blast match to gb|AAO73527.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2828747	AT3G32091	AT3G32091.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 1.3e-109 P-value blast match to F1M23 reverse transcriptase (from Dan Voytas http://www.public.iastate.edu/~voytas) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:3438352	AT3G33066	AT3G33066.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 6.1e-125 P-value blast match to gb|AAL06421.1|AF378079_1 reverse transcriptase (Athila4) (Arabidopsis thaliana) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:3438403	AT3G33082	AT3G33082.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:504953641	AT3G42712	AT3G42712.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.6e-81 P-value blast match to Q9ZQM3 /24-192 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:504953685	AT3G42253	AT3G42253.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Athila retroelement ORF2 -related, temporary automated functional assignment;(source:TAIR10)		 	false
Gene:3693966	AT2G13830	AT2G13830.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 4.4e-283 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2051308	AT2G05130	AT2G05130.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 5.3e-16 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:1006228188	AT2G10070	AT2G10070.2	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G40125.1);(source:TAIR10)		 LP.04 four leaves visible stage, LP.10 ten leaves visible stage, carpel, collective leaf structure, flower, flowering stage, hypocotyl, inflorescence meristem, mature plant embryo stage, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, root, seed, sepal, shoot apex, shoot system, stem, synergid, vascular leaf	true
Gene:2049927	AT2G11420	AT2G11420.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to putative helicase, PIF1 family of mitochondrial helicases;(source:TAIR10)		 	false
Gene:2057074	AT2G12830	AT2G12830.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:3696052	AT2G14600	AT2G14600.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to Ulp1 protease family protein [Arabidopsis thaliana] (TAIR:AT5G28250.1);(source:TAIR10)		 	false
Gene:2055299	AT2G06700	AT2G06700.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G12130.1);(source:TAIR10)		 	false
Gene:2055336	AT2G06790	AT2G06790.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (En/Spm), has a 3.4e-84 P-value blast match to dbj|BAB64937.1| TdcA1-ORF1-ORF2 (Daucus carota) Spm/En-like (CACTA-like);(source:TAIR10)		 	false
Gene:504953354	AT4G05633	AT4G05633.1	transposable_element_gene	transposable_element_gene;(source:Araport11);contains InterPro domain Arabidopsis retrotransposon ORF-1 protein;(source:TAIR10)		 	false
Gene:3698523	AT3G33080	AT3G33080.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G30650.1);(source:TAIR10)		 	false
Gene:504953505	AT3G42178	AT3G42178.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 1.1e-197 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2828372	AT2G07736	AT2G07736.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 4.9e-29 P-value blast match to GB:CAA37924 orf 2 (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953543	AT3G43442	AT3G43442.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.3e-33 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:2056451	AT2G13160	AT2G13160.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Ptta/En/Spm), has a 1.1e-126 P-value blast match to At5g36655.1/81-333 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2055776	AT2G14990	AT2G14990.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 8.7e-37 P-value blast match to GB:NP_038605 L1 repeat, Tf subfamily, member 30 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2092924	AT3G21040	AT3G21040.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 5.7e-20 P-value blast match to gb|AAO73527.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 collective leaf structure, flower, flower pedicel, flowering stage, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, seed, sepal, shoot apex	false
Gene:3699091	AT3G42190	AT3G42190.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to cysteine-type peptidase [Arabidopsis thaliana] (TAIR:AT3G42820.1);(source:TAIR10)		 stem	false
Gene:2086575	AT3G29782	AT3G29782.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 3.6e-182 P-value blast match to GB:BAA11674 ORF(AA 1-1338) (Ty1_Copia-element) (Nicotiana tabacum);(source:TAIR10)		 	false
Gene:2102900	AT3G30360	AT3G30360.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G18420.1);(source:TAIR10)		 	false
Gene:2087948	AT3G17200	AT3G17200.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G13655.1);(source:TAIR10)		 	true
Gene:2097015	AT3G42300	AT3G42300.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42120.1);(source:TAIR10)		 	false
Gene:2139364	AT4G02960	AT4G02960.1	transposable_element_gene	a copia-type retrotransposon element containing LTRs and encoding a polyprotein. This retro element exists in two loci in Landsberg erecta but only once in Columbia	ATRE2; RE2; RETRO ELEMENT 2	 	false
Gene:2140734	AT4G03650	AT4G03650.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 1.3e-314 P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica);(source:TAIR10)	GP1	 	false
Gene:2829570	AT3G30764	AT3G30764.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 5.4e-27 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2829601	AT3G30211	AT3G30211.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 4.5e-83 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2829808	AT3G29727	AT3G29727.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 5.9e-09 P-value blast match to GB:AAA67727 reverse transcriptase (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2830154	AT3G29187	AT3G29187.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 9.2e-08 P-value blast match to GB:NP_038602 L1 repeat, Tf subfamily, member 18 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2830496	AT3G33097	AT3G33097.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 2.0e-210 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1005713851	AT4G06626	AT4G06626.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 1.8e-157 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1005714089	AT4G06496	AT4G06496.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:1005714220	AT4G06540	AT4G06540.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 9.5e-89 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2064277	AT2G14630	AT2G14630.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G28785.1);(source:TAIR10)		 	false
Gene:2065852	AT2G31520	AT2G31520.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 9.9e-44 P-value blast match to GB:AAA39398 ORF2 (Mus musculus) (LINE-element);(source:TAIR10)		 	false
Gene:2093009	AT3G21020	AT3G21020.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 5.4e-14 P-value blast match to gb|AAO73529.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 collective leaf structure, flower, guard cell, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, seed, sepal, shoot apex, stem, vascular leaf	false
Gene:2101565	AT3G42520	AT3G42520.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G44875.1);(source:TAIR10)		 	false
Gene:2087089	AT3G15320	AT3G15320.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G32620.1);(source:TAIR10)		 	false
Gene:2102895	AT3G30310	AT3G30310.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G35920.1);(source:TAIR10)		 	false
Gene:2096518	AT3G42690	AT3G42690.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to Ulp1 protease family protein [Arabidopsis thaliana] (TAIR:AT4G04130.1);(source:TAIR10)		 	false
Gene:2096533	AT3G42620	AT3G42620.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G06690.1);(source:TAIR10)		 	true
Gene:3699950	AT3G42710	AT3G42710.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2089801	AT3G30250	AT3G30250.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G31150.1);(source:TAIR10)		 	false
Gene:2116108	AT4G07650	AT4G07650.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
